0.5714285714, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.2500000000, 0.0000000000, 0.0000000000, 0.0000000000
0.5714285714, 0.3333333333, 0.3333333333, 0.5714285714, 1.0000000000, 1.0000000000, 0.2500000000, 0.1666666667, 0.0000000000, 0.0000000000
0.2857142857, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.1111111111, 0.2500000000, 0.0000000000, 0.0000000000, 0.0000000000
0.7142857143, 0.7777777778, 0.7777777778, 0.0000000000, 0.2000000000, 0.3333333333, 0.2500000000, 1.0000000000, 0.0000000000, 0.0000000000
0.4285714286, 0.0000000000, 0.0000000000, 0.2857142857, 0.0000000000, 0.0000000000, 0.2500000000, 0.0000000000, 0.0000000000, 0.0000000000
1.0000000000, 1.0000000000, 1.0000000000, 1.0000000000, 1.0000000000, 1.0000000000, 1.0000000000, 1.0000000000, 0.0000000000, 1.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1.0000000000, 0.2500000000, 0.0000000000, 0.0000000000, 0.0000000000
0.1428571429, 0.0000000000, 0.1111111111, 0.0000000000, 0.0000000000, 0.0000000000, 0.2500000000, 0.0000000000, 0.0000000000, 0.0000000000
0.1428571429, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 1.0000000000, 0.0000000000
0.4285714286, 0.1111111111, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.1250000000, 0.0000000000, 0.0000000000, 0.0000000000
